GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0009173,pyrimidine ribonucleoside monophosphate metabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:1902680,positive regulation of RNA biosynthetic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0046444,FMN metabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0032269,negative regulation of cellular protein metabolic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0006551,leucine metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0071266,'de novo' L-methionine biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0007096,regulation of exit from mitosis,"cellular process,biological regulation",1,3.765769158350593e-05
GO:0031028,septation initiation signaling,"biological regulation,cellular process",1,3.765769158350593e-05
GO:0140281,positive regulation of mitotic division septum assembly,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:0046487,glyoxylate metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0006742,NADP catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0046322,negative regulation of fatty acid oxidation,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:1901585,regulation of acid-sensing ion channel activity,"localization,cellular process,biological regulation",1,3.765769158350593e-05
GO:0010876,lipid localization,localization,1,3.765769158350593e-05
GO:0090297,positive regulation of mitochondrial DNA replication,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0045762,positive regulation of adenylate cyclase activity,biological regulation,1,3.765769158350593e-05
GO:0019348,dolichol metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0140141,mitochondrial potassium ion transmembrane transport,"cellular process,localization",1,3.765769158350593e-05
GO:0031288,sorocarp morphogenesis,developmental process,1,3.765769158350593e-05
GO:2000825,positive regulation of androgen receptor activity,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0046496,nicotinamide nucleotide metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:2001247,positive regulation of phosphatidylcholine biosynthetic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0006114,glycerol biosynthetic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:1904380,endoplasmic reticulum mannose trimming,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0042966,biotin carboxyl carrier protein biosynthetic process,metabolic process,1,3.765769158350593e-05
GO:0044572,[4Fe-4S] cluster assembly,"cellular process,metabolic process,cellular component organization",1,3.765769158350593e-05
GO:0042820,vitamin B6 catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0042821,pyridoxal biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0044656,regulation of post-lysosomal vacuole size,"biological regulation,cellular process,cellular component organization",1,3.765769158350593e-05
GO:0044655,phagosome reneutralization,"cellular process,biological regulation",1,3.765769158350593e-05
GO:0046847,filopodium assembly,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0031276,negative regulation of lateral pseudopodium assembly,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:0033275,actin-myosin filament sliding,cellular process,1,3.765769158350593e-05
GO:0051983,regulation of chromosome segregation,"biological regulation,cellular process",1,3.765769158350593e-05
GO:1902018,negative regulation of cilium assembly,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:0000451,rRNA 2'-O-methylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0015886,heme transport,localization,1,3.765769158350593e-05
GO:1900602,endocrocin biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0071588,hydrogen peroxide mediated signaling pathway,"biological regulation,cellular process",1,3.765769158350593e-05
GO:1900030,regulation of pectin biosynthetic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0036152,phosphatidylethanolamine acyl-chain remodeling,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0071722,detoxification of arsenic-containing substance,none,1,3.765769158350593e-05
GO:0034247,snoRNA splicing,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0061388,regulation of rate of cell growth,"biological regulation,cellular process,cellular component organization",1,3.765769158350593e-05
GO:0006720,isoprenoid metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0016487,farnesol metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0070813,hydrogen sulfide metabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0030418,nicotianamine biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:2000104,negative regulation of DNA-dependent DNA replication,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0030835,negative regulation of actin filament depolymerization,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:1903424,fluoride transmembrane transport,"localization,cellular process",1,3.765769158350593e-05
GO:0140116,fluoride export across plasma membrane,"cellular process,localization",1,3.765769158350593e-05
GO:0080140,regulation of jasmonic acid metabolic process,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:1903033,positive regulation of microtubule plus-end binding,biological regulation,1,3.765769158350593e-05
GO:2000574,regulation of microtubule motor activity,biological regulation,1,3.765769158350593e-05
GO:0036290,protein trans-autophosphorylation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0007007,inner mitochondrial membrane organization,"cellular process,cellular component organization",1,3.765769158350593e-05
GO:0035965,cardiolipin acyl-chain remodeling,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0032048,cardiolipin metabolic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0070537,histone H2A K63-linked deubiquitination,"metabolic process,cellular process,cellular component organization",1,3.765769158350593e-05
GO:0009093,cysteine catabolic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0051776,detection of redox state,response to stimulus,1,3.765769158350593e-05
GO:0044407,single-species biofilm formation in or on host organism,"biological adhesion,cellular process",1,3.765769158350593e-05
GO:0019608,nicotine catabolic process,metabolic process,1,3.765769158350593e-05
GO:0097070,ductus arteriosus closure,developmental process,1,3.765769158350593e-05
GO:0062029,positive regulation of stress granule assembly,"cellular process,biological regulation,cellular component organization",1,3.765769158350593e-05
GO:0002218,activation of innate immune response,"biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0048363,mucilage pectin metabolic process,metabolic process,1,3.765769158350593e-05
GO:0002943,tRNA dihydrouridine synthesis,"cellular process,metabolic process",1,3.765769158350593e-05
GO:2000541,positive regulation of protein geranylgeranylation,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0051169,nuclear transport,"localization,cellular process",1,3.765769158350593e-05
GO:1904161,DNA synthesis involved in UV-damage excision repair,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0000188,inactivation of MAPK activity,"metabolic process,cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0090617,mitochondrial mRNA 5'-end processing,"cellular process,metabolic process",1,3.765769158350593e-05
GO:1903704,negative regulation of production of siRNA involved in RNA interference,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0030177,positive regulation of Wnt signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0022616,DNA strand elongation,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0060253,negative regulation of glial cell proliferation,"cellular process,biological regulation,developmental process",1,3.765769158350593e-05
GO:0140114,cellular detoxification of fluoride,cellular process,1,3.765769158350593e-05
GO:2000208,positive regulation of ribosomal small subunit export from nucleus,"localization,cellular process,biological regulation",1,3.765769158350593e-05
GO:0070935,3'-UTR-mediated mRNA stabilization,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0060965,negative regulation of gene silencing by miRNA,"metabolic process,cellular process,biological regulation",1,3.765769158350593e-05
GO:0030225,macrophage differentiation,"cellular process,developmental process",1,3.765769158350593e-05
GO:0014004,microglia differentiation,"cellular process,developmental process",1,3.765769158350593e-05
GO:0015012,heparan sulfate proteoglycan biosynthetic process,"metabolic process,cellular process",1,3.765769158350593e-05
GO:0015014,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process","cellular process,metabolic process",1,3.765769158350593e-05
GO:0045880,positive regulation of smoothened signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",1,3.765769158350593e-05
GO:0030210,heparin biosynthetic process,"cellular process,metabolic process",1,3.765769158350593e-05
GO:0110095,cellular detoxification of aldehyde,cellular process,1,3.765769158350593e-05
