GO Annotation,Taxon,Count of Proteins with Annotation,Proportion of Proteins with Annotation
"vacuolar proton-transporting V-type ATPase, V0 domain",gaura-IIFB,10,0.00032976092333058534
Casparian strip,gaura-IIFB,9,0.0002967848309975268
EKC/KEOPS complex,gaura-IIFB,9,0.0002967848309975268
Mre11 complex,gaura-IIFB,9,0.0002967848309975268
acetyl-CoA carboxylase complex,gaura-IIFB,9,0.0002967848309975268
cilium,gaura-IIFB,9,0.0002967848309975268
cortical microtubule cytoskeleton,gaura-IIFB,9,0.0002967848309975268
cyclin/CDK positive transcription elongation factor complex,gaura-IIFB,9,0.0002967848309975268
endolysosome membrane,gaura-IIFB,9,0.0002967848309975268
endoplasmic reticulum tubular network,gaura-IIFB,9,0.0002967848309975268
glycerol-3-phosphate dehydrogenase complex,gaura-IIFB,9,0.0002967848309975268
heterotrimeric G-protein complex,gaura-IIFB,9,0.0002967848309975268
katanin complex,gaura-IIFB,9,0.0002967848309975268
"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",gaura-IIFB,9,0.0002967848309975268
motile cilium,gaura-IIFB,9,0.0002967848309975268
nascent polypeptide-associated complex,gaura-IIFB,9,0.0002967848309975268
nuclear dicing body,gaura-IIFB,9,0.0002967848309975268
nuclear euchromatin,gaura-IIFB,9,0.0002967848309975268
nuclear origin of replication recognition complex,gaura-IIFB,9,0.0002967848309975268
nuclear pore central transport channel,gaura-IIFB,9,0.0002967848309975268
respiratory chain complex II,gaura-IIFB,9,0.0002967848309975268
ASAP complex,gaura-IIFB,8,0.0002638087386644683
GPI-anchor transamidase complex,gaura-IIFB,8,0.0002638087386644683
RNA polymerase II transcription regulator complex,gaura-IIFB,8,0.0002638087386644683
RQC complex,gaura-IIFB,8,0.0002638087386644683
TIM22 mitochondrial import inner membrane insertion complex,gaura-IIFB,8,0.0002638087386644683
actin cortical patch,gaura-IIFB,8,0.0002638087386644683
clathrin complex,gaura-IIFB,8,0.0002638087386644683
"cortical microtubule, transverse to long axis",gaura-IIFB,8,0.0002638087386644683
delta DNA polymerase complex,gaura-IIFB,8,0.0002638087386644683
endoplasmic reticulum-Golgi intermediate compartment membrane,gaura-IIFB,8,0.0002638087386644683
epsilon DNA polymerase complex,gaura-IIFB,8,0.0002638087386644683
extrinsic component of plasma membrane,gaura-IIFB,8,0.0002638087386644683
germ cell nucleus,gaura-IIFB,8,0.0002638087386644683
glyoxysomal membrane,gaura-IIFB,8,0.0002638087386644683
mRNA cleavage factor complex,gaura-IIFB,8,0.0002638087386644683
mitochondrial proton-transporting ATP synthase complex,gaura-IIFB,8,0.0002638087386644683
mitotic spindle pole body,gaura-IIFB,8,0.0002638087386644683
neuronal cell body,gaura-IIFB,8,0.0002638087386644683
nuclear pericentric heterochromatin,gaura-IIFB,8,0.0002638087386644683
nucleus-vacuole junction,gaura-IIFB,8,0.0002638087386644683
pICln-Sm protein complex,gaura-IIFB,8,0.0002638087386644683
plastid thylakoid membrane,gaura-IIFB,8,0.0002638087386644683
telomerase holoenzyme complex,gaura-IIFB,8,0.0002638087386644683
transcription export complex 2,gaura-IIFB,8,0.0002638087386644683
Arp2/3 protein complex,gaura-IIFB,7,0.00023083264633140974
BRCA1-A complex,gaura-IIFB,7,0.00023083264633140974
ER body,gaura-IIFB,7,0.00023083264633140974
GID complex,gaura-IIFB,7,0.00023083264633140974
Lsm1-7-Pat1 complex,gaura-IIFB,7,0.00023083264633140974
MOZ/MORF histone acetyltransferase complex,gaura-IIFB,7,0.00023083264633140974
RISC complex,gaura-IIFB,7,0.00023083264633140974
SLIK (SAGA-like) complex,gaura-IIFB,7,0.00023083264633140974
Set1C/COMPASS complex,gaura-IIFB,7,0.00023083264633140974
TORC2 complex,gaura-IIFB,7,0.00023083264633140974
U6 snRNP,gaura-IIFB,7,0.00023083264633140974
aminoacyl-tRNA synthetase multienzyme complex,gaura-IIFB,7,0.00023083264633140974
centriole,gaura-IIFB,7,0.00023083264633140974
clathrin vesicle coat,gaura-IIFB,7,0.00023083264633140974
cohesin complex,gaura-IIFB,7,0.00023083264633140974
"eukaryotic translation initiation factor 3 complex, eIF3e",gaura-IIFB,7,0.00023083264633140974
extracellular matrix,gaura-IIFB,7,0.00023083264633140974
gamma-tubulin small complex,gaura-IIFB,7,0.00023083264633140974
kinetochore microtubule,gaura-IIFB,7,0.00023083264633140974
methylosome,gaura-IIFB,7,0.00023083264633140974
mitochondrial DNA-directed RNA polymerase complex,gaura-IIFB,7,0.00023083264633140974
molybdopterin synthase complex,gaura-IIFB,7,0.00023083264633140974
nuclear cap binding complex,gaura-IIFB,7,0.00023083264633140974
nuclear condensin complex,gaura-IIFB,7,0.00023083264633140974
nuclear lamina,gaura-IIFB,7,0.00023083264633140974
nuclear pore inner ring,gaura-IIFB,7,0.00023083264633140974
nucleoid,gaura-IIFB,7,0.00023083264633140974
nucleolar chromatin,gaura-IIFB,7,0.00023083264633140974
origin recognition complex,gaura-IIFB,7,0.00023083264633140974
peroxisomal matrix,gaura-IIFB,7,0.00023083264633140974
proteasome storage granule,gaura-IIFB,7,0.00023083264633140974
"proton-transporting ATP synthase complex, coupling factor F(o)",gaura-IIFB,7,0.00023083264633140974
replication fork,gaura-IIFB,7,0.00023083264633140974
secondary cell wall,gaura-IIFB,7,0.00023083264633140974
signal peptidase complex,gaura-IIFB,7,0.00023083264633140974
spindle midzone,gaura-IIFB,7,0.00023083264633140974
stromal side of plastid thylakoid membrane,gaura-IIFB,7,0.00023083264633140974
transcription factor TFIIH core complex,gaura-IIFB,7,0.00023083264633140974
transcription factor TFIIIB complex,gaura-IIFB,7,0.00023083264633140974
translation release factor complex,gaura-IIFB,7,0.00023083264633140974
AP-1 adaptor complex,gaura-IIFB,6,0.0001978565539983512
AP-2 adaptor complex,gaura-IIFB,6,0.0001978565539983512
COPI-coated vesicle,gaura-IIFB,6,0.0001978565539983512
Golgi-associated vesicle membrane,gaura-IIFB,6,0.0001978565539983512
Mpp10 complex,gaura-IIFB,6,0.0001978565539983512
MutSbeta complex,gaura-IIFB,6,0.0001978565539983512
PAS complex,gaura-IIFB,6,0.0001978565539983512
PRC1 complex,gaura-IIFB,6,0.0001978565539983512
RNA polymerase I upstream activating factor complex,gaura-IIFB,6,0.0001978565539983512
"RNA polymerase II, holoenzyme",gaura-IIFB,6,0.0001978565539983512
Sec61 translocon complex,gaura-IIFB,6,0.0001978565539983512
Sec62/Sec63 complex,gaura-IIFB,6,0.0001978565539983512
Ski complex,gaura-IIFB,6,0.0001978565539983512
U2-type catalytic step 1 spliceosome,gaura-IIFB,6,0.0001978565539983512
UBC13-MMS2 complex,gaura-IIFB,6,0.0001978565539983512
cell leading edge,gaura-IIFB,6,0.0001978565539983512
central vacuole,gaura-IIFB,6,0.0001978565539983512
chloroplast ribosome,gaura-IIFB,6,0.0001978565539983512
chloroplast starch grain,gaura-IIFB,6,0.0001978565539983512
chloroplast thylakoid membrane protein complex,gaura-IIFB,6,0.0001978565539983512
etioplast membrane,gaura-IIFB,6,0.0001978565539983512
exon-exon junction complex,gaura-IIFB,6,0.0001978565539983512
extrinsic component of Golgi membrane,gaura-IIFB,6,0.0001978565539983512
extrinsic component of mitochondrial inner membrane,gaura-IIFB,6,0.0001978565539983512
extrinsic component of vacuolar membrane,gaura-IIFB,6,0.0001978565539983512
fungal-type vacuole membrane,gaura-IIFB,6,0.0001978565539983512
integral component of lysosomal membrane,gaura-IIFB,6,0.0001978565539983512
lateral plasma membrane,gaura-IIFB,6,0.0001978565539983512
lytic vacuole,gaura-IIFB,6,0.0001978565539983512
mRNA cap binding complex,gaura-IIFB,6,0.0001978565539983512
membrane raft,gaura-IIFB,6,0.0001978565539983512
microtubule minus-end,gaura-IIFB,6,0.0001978565539983512
mitochondrial pyruvate dehydrogenase complex,gaura-IIFB,6,0.0001978565539983512
multi-eIF complex,gaura-IIFB,6,0.0001978565539983512
neuromuscular junction,gaura-IIFB,6,0.0001978565539983512
postsynaptic density membrane,gaura-IIFB,6,0.0001978565539983512
presynapse,gaura-IIFB,6,0.0001978565539983512
prospore membrane,gaura-IIFB,6,0.0001978565539983512
"proton-transporting V-type ATPase, V0 domain",gaura-IIFB,6,0.0001978565539983512
"proton-transporting V-type ATPase, V1 domain",gaura-IIFB,6,0.0001978565539983512
"proton-transporting two-sector ATPase complex, catalytic domain",gaura-IIFB,6,0.0001978565539983512
retrotransposon nucleocapsid,gaura-IIFB,6,0.0001978565539983512
t-UTP complex,gaura-IIFB,6,0.0001978565539983512
trans-Golgi network transport vesicle membrane,gaura-IIFB,6,0.0001978565539983512
transcription export complex,gaura-IIFB,6,0.0001978565539983512
transcription factor TFIIA complex,gaura-IIFB,6,0.0001978565539983512
transcription preinitiation complex,gaura-IIFB,6,0.0001978565539983512
transcription repressor complex,gaura-IIFB,6,0.0001978565539983512
zeta DNA polymerase complex,gaura-IIFB,6,0.0001978565539983512
AP-3 adaptor complex,gaura-IIFB,5,0.00016488046166529267
CIA complex,gaura-IIFB,5,0.00016488046166529267
ESCRT II complex,gaura-IIFB,5,0.00016488046166529267
MLL1 complex,gaura-IIFB,5,0.00016488046166529267
NatB complex,gaura-IIFB,5,0.00016488046166529267
RNA nuclear export complex,gaura-IIFB,5,0.00016488046166529267
Rab-protein geranylgeranyltransferase complex,gaura-IIFB,5,0.00016488046166529267
SAM complex,gaura-IIFB,5,0.00016488046166529267
SMN complex,gaura-IIFB,5,0.00016488046166529267
TOC-TIC supercomplex I,gaura-IIFB,5,0.00016488046166529267
U7 snRNP,gaura-IIFB,5,0.00016488046166529267
actin filament bundle,gaura-IIFB,5,0.00016488046166529267
aggresome,gaura-IIFB,5,0.00016488046166529267
anchored component of postsynaptic density membrane,gaura-IIFB,5,0.00016488046166529267
anchored component of postsynaptic recycling endosome membrane,gaura-IIFB,5,0.00016488046166529267
azurophil granule lumen,gaura-IIFB,5,0.00016488046166529267
cell body,gaura-IIFB,5,0.00016488046166529267
cell cortex region,gaura-IIFB,5,0.00016488046166529267
cell junction,gaura-IIFB,5,0.00016488046166529267
chloroplast isoamylase complex,gaura-IIFB,5,0.00016488046166529267
"condensed chromosome, centromeric region",gaura-IIFB,5,0.00016488046166529267
cytoplasmic chromatin,gaura-IIFB,5,0.00016488046166529267
cytoplasmic dynein complex,gaura-IIFB,5,0.00016488046166529267
dynactin complex,gaura-IIFB,5,0.00016488046166529267
euchromatin,gaura-IIFB,5,0.00016488046166529267
"eukaryotic translation initiation factor 3 complex, eIF3m",gaura-IIFB,5,0.00016488046166529267
focal adhesion,gaura-IIFB,5,0.00016488046166529267
growth cone,gaura-IIFB,5,0.00016488046166529267
integral component of postsynaptic membrane,gaura-IIFB,5,0.00016488046166529267
intercellular bridge,gaura-IIFB,5,0.00016488046166529267
mitochondrial alpha-ketoglutarate dehydrogenase complex,gaura-IIFB,5,0.00016488046166529267
mitochondrial outer membrane translocase complex,gaura-IIFB,5,0.00016488046166529267
"mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",gaura-IIFB,5,0.00016488046166529267
monolayer-surrounded lipid storage body,gaura-IIFB,5,0.00016488046166529267
nuclear inner membrane,gaura-IIFB,5,0.00016488046166529267
nuclear proteasome complex,gaura-IIFB,5,0.00016488046166529267
nuclear replication fork,gaura-IIFB,5,0.00016488046166529267
nucleotide-excision repair factor 1 complex,gaura-IIFB,5,0.00016488046166529267
plastid large ribosomal subunit,gaura-IIFB,5,0.00016488046166529267
plastid outer membrane,gaura-IIFB,5,0.00016488046166529267
postsynapse,gaura-IIFB,5,0.00016488046166529267
rDNA protrusion,gaura-IIFB,5,0.00016488046166529267
replication fork protection complex,gaura-IIFB,5,0.00016488046166529267
secretory granule membrane,gaura-IIFB,5,0.00016488046166529267
synapse,gaura-IIFB,5,0.00016488046166529267
transcription factor TFIIE complex,gaura-IIFB,5,0.00016488046166529267
vacuolar lumen,gaura-IIFB,5,0.00016488046166529267
"vacuolar proton-transporting V-type ATPase, V1 domain",gaura-IIFB,5,0.00016488046166529267
AP-type membrane coat adaptor complex,gaura-IIFB,4,0.00013190436933223414
BRCA1-BARD1 complex,gaura-IIFB,4,0.00013190436933223414
CAAX-protein geranylgeranyltransferase complex,gaura-IIFB,4,0.00013190436933223414
"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",gaura-IIFB,4,0.00013190436933223414
Dsl1/NZR complex,gaura-IIFB,4,0.00013190436933223414
EARP complex,gaura-IIFB,4,0.00013190436933223414
ESC/E(Z) complex,gaura-IIFB,4,0.00013190436933223414
HIR complex,gaura-IIFB,4,0.00013190436933223414
Hrd1p ubiquitin ligase ERAD-L complex,gaura-IIFB,4,0.00013190436933223414
Ku70:Ku80 complex,gaura-IIFB,4,0.00013190436933223414
MutLalpha complex,gaura-IIFB,4,0.00013190436933223414
Noc2p-Noc3p complex,gaura-IIFB,4,0.00013190436933223414
PeBoW complex,gaura-IIFB,4,0.00013190436933223414
RNA polymerase I core factor complex,gaura-IIFB,4,0.00013190436933223414
RNA polymerase IV transcription regulator complex,gaura-IIFB,4,0.00013190436933223414
RNA polymerase transcription factor SL1 complex,gaura-IIFB,4,0.00013190436933223414
RZZ complex,gaura-IIFB,4,0.00013190436933223414
SAGA-type complex,gaura-IIFB,4,0.00013190436933223414
TRAMP complex,gaura-IIFB,4,0.00013190436933223414
Z disc,gaura-IIFB,4,0.00013190436933223414
activating signal cointegrator 1 complex,gaura-IIFB,4,0.00013190436933223414
amyloplast membrane,gaura-IIFB,4,0.00013190436933223414
auxin efflux carrier complex,gaura-IIFB,4,0.00013190436933223414
axon cytoplasm,gaura-IIFB,4,0.00013190436933223414
box H/ACA snoRNP complex,gaura-IIFB,4,0.00013190436933223414
chiasma,gaura-IIFB,4,0.00013190436933223414
collagen-containing extracellular matrix,gaura-IIFB,4,0.00013190436933223414
contractile fiber,gaura-IIFB,4,0.00013190436933223414
cortical actin cytoskeleton,gaura-IIFB,4,0.00013190436933223414
cortical endoplasmic reticulum,gaura-IIFB,4,0.00013190436933223414
filiform apparatus,gaura-IIFB,4,0.00013190436933223414
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,gaura-IIFB,4,0.00013190436933223414
growing cell tip,gaura-IIFB,4,0.00013190436933223414
integral component of thylakoid membrane,gaura-IIFB,4,0.00013190436933223414
interchromatin granule,gaura-IIFB,4,0.00013190436933223414
intracellular vesicle,gaura-IIFB,4,0.00013190436933223414
lysosomal lumen,gaura-IIFB,4,0.00013190436933223414
microtubule plus-end,gaura-IIFB,4,0.00013190436933223414
mitochondrial processing peptidase complex,gaura-IIFB,4,0.00013190436933223414
"mitochondrial proton-transporting ATP synthase, stator stalk",gaura-IIFB,4,0.00013190436933223414
mitotic checkpoint complex,gaura-IIFB,4,0.00013190436933223414
mitotic spindle pole,gaura-IIFB,4,0.00013190436933223414
neuron projection,gaura-IIFB,4,0.00013190436933223414
nuclear pore cytoplasmic filaments,gaura-IIFB,4,0.00013190436933223414
nuclear pre-replicative complex,gaura-IIFB,4,0.00013190436933223414
perikaryon,gaura-IIFB,4,0.00013190436933223414
phosphopyruvate hydratase complex,gaura-IIFB,4,0.00013190436933223414
plastid membrane,gaura-IIFB,4,0.00013190436933223414
polar nucleus,gaura-IIFB,4,0.00013190436933223414
primary cell wall,gaura-IIFB,4,0.00013190436933223414
proteasome regulatory particle,gaura-IIFB,4,0.00013190436933223414
protein farnesyltransferase complex,gaura-IIFB,4,0.00013190436933223414
protein phosphatase type 1 complex,gaura-IIFB,4,0.00013190436933223414
proton-transporting V-type ATPase complex,gaura-IIFB,4,0.00013190436933223414
ribonuclease MRP complex,gaura-IIFB,4,0.00013190436933223414
ribonucleoside-diphosphate reductase complex,gaura-IIFB,4,0.00013190436933223414
ruffle membrane,gaura-IIFB,4,0.00013190436933223414
sperm flagellum,gaura-IIFB,4,0.00013190436933223414
spindle pole centrosome,gaura-IIFB,4,0.00013190436933223414
supramolecular complex,gaura-IIFB,4,0.00013190436933223414
tRNA-specific adenosine-34 deaminase complex,gaura-IIFB,4,0.00013190436933223414
transcription factor TFIIK complex,gaura-IIFB,4,0.00013190436933223414
transcriptionally active chromatin,gaura-IIFB,4,0.00013190436933223414
unconventional myosin complex,gaura-IIFB,4,0.00013190436933223414
varicosity,gaura-IIFB,4,0.00013190436933223414
AP-4 adaptor complex,gaura-IIFB,3,9.89282769991756e-05
ASTRA complex,gaura-IIFB,3,9.89282769991756e-05
Ada2/Gcn5/Ada3 transcription activator complex,gaura-IIFB,3,9.89282769991756e-05
BLOC-1 complex,gaura-IIFB,3,9.89282769991756e-05
BRISC complex,gaura-IIFB,3,9.89282769991756e-05
CAF-1 complex,gaura-IIFB,3,9.89282769991756e-05
CCAAT-binding factor complex,gaura-IIFB,3,9.89282769991756e-05
CURI complex,gaura-IIFB,3,9.89282769991756e-05
Ctf18 RFC-like complex,gaura-IIFB,3,9.89282769991756e-05
Fanconi anaemia nuclear complex,gaura-IIFB,3,9.89282769991756e-05
IRE1-TRAF2-ASK1 complex,gaura-IIFB,3,9.89282769991756e-05
Mon1-Ccz1 complex,gaura-IIFB,3,9.89282769991756e-05
NSL complex,gaura-IIFB,3,9.89282769991756e-05
NatA complex,gaura-IIFB,3,9.89282769991756e-05
Ndc80 complex,gaura-IIFB,3,9.89282769991756e-05
Noc1p-Noc2p complex,gaura-IIFB,3,9.89282769991756e-05
"PAM complex, Tim23 associated import motor",gaura-IIFB,3,9.89282769991756e-05
PCNA complex,gaura-IIFB,3,9.89282769991756e-05
RNA N6-methyladenosine methyltransferase complex,gaura-IIFB,3,9.89282769991756e-05
SPOTS complex,gaura-IIFB,3,9.89282769991756e-05
TRAPPIII protein complex,gaura-IIFB,3,9.89282769991756e-05
TRC complex,gaura-IIFB,3,9.89282769991756e-05
UFD1-NPL4 complex,gaura-IIFB,3,9.89282769991756e-05
UTP-C complex,gaura-IIFB,3,9.89282769991756e-05
"actomyosin, actin portion",gaura-IIFB,3,9.89282769991756e-05
azurophil granule membrane,gaura-IIFB,3,9.89282769991756e-05
basal plasma membrane,gaura-IIFB,3,9.89282769991756e-05
beta-catenin destruction complex,gaura-IIFB,3,9.89282769991756e-05
beta-galactosidase complex,gaura-IIFB,3,9.89282769991756e-05
bicellular tight junction,gaura-IIFB,3,9.89282769991756e-05
cAMP-dependent protein kinase complex,gaura-IIFB,3,9.89282769991756e-05
calcineurin complex,gaura-IIFB,3,9.89282769991756e-05
caveola,gaura-IIFB,3,9.89282769991756e-05
cell tip,gaura-IIFB,3,9.89282769991756e-05
centriolar satellite,gaura-IIFB,3,9.89282769991756e-05
chloroplast photosystem I,gaura-IIFB,3,9.89282769991756e-05
chromoplast stroma,gaura-IIFB,3,9.89282769991756e-05
chromosomal region,gaura-IIFB,3,9.89282769991756e-05
ciliary base,gaura-IIFB,3,9.89282769991756e-05
clathrin-coated endocytic vesicle,gaura-IIFB,3,9.89282769991756e-05
cytochrome b6f complex,gaura-IIFB,3,9.89282769991756e-05
etioplast stroma,gaura-IIFB,3,9.89282769991756e-05
extrinsic component of cytoplasmic side of plasma membrane,gaura-IIFB,3,9.89282769991756e-05
