GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0016837,"carbon-oxygen lyase activity, acting on polysaccharides",catalytic activity,1,3.765769158350593e-05
GO:0046404,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0050145,nucleoside monophosphate kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0015139,alpha-ketoglutarate transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0070026,nitric oxide binding,binding,1,3.765769158350593e-05
GO:0004076,biotin synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0001735,prenylcysteine oxidase activity,catalytic activity,1,3.765769158350593e-05
GO:0004401,histidinol-phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0046523,S-methyl-5-thioribose-1-phosphate isomerase activity,catalytic activity,1,3.765769158350593e-05
GO:0071558,histone demethylase activity (H3-K27 specific),catalytic activity,1,3.765769158350593e-05
GO:0004581,dolichyl-phosphate beta-glucosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0062152,mRNA (cytidine-5-)-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0042286,"glutamate-1-semialdehyde 2,1-aminomutase activity",catalytic activity,1,3.765769158350593e-05
GO:0018786,haloalkane dehalogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0047254,"2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0102149,farnesylcysteine lyase activity,catalytic activity,1,3.765769158350593e-05
GO:0080041,ADP-ribose pyrophosphohydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0019144,ADP-sugar diphosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0080042,ADP-glucose pyrophosphohydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0047350,glucuronate-1-phosphate uridylyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0051748,UTP-monosaccharide-1-phosphate uridylyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0047338,UTP:xylose-1-phosphate uridylyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:1990518,single-stranded 3'-5' DNA helicase activity,catalytic activity,1,3.765769158350593e-05
GO:1990814,DNA/DNA annealing activity,binding,1,3.765769158350593e-05
GO:0061995,ATP-dependent protein-DNA complex displacement activity,catalytic activity,1,3.765769158350593e-05
GO:0042284,sphingolipid delta-4 desaturase activity,catalytic activity,1,3.765769158350593e-05
GO:0043539,protein serine/threonine kinase activator activity,molecular function regulator,1,3.765769158350593e-05
GO:0004159,dihydrouracil dehydrogenase (NAD+) activity,catalytic activity,1,3.765769158350593e-05
GO:0018732,sulfolactone hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0102998,4-sulfomuconolactone hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0008800,beta-lactamase activity,catalytic activity,1,3.765769158350593e-05
GO:0008837,diaminopimelate epimerase activity,catalytic activity,1,3.765769158350593e-05
GO:0016776,"phosphotransferase activity, phosphate group as acceptor",catalytic activity,1,3.765769158350593e-05
GO:0008478,pyridoxal kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,catalytic activity,1,3.765769158350593e-05
GO:0047884,FAD diphosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0070043,rRNA (guanine-N7-)-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0008114,phosphogluconate 2-dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0070037,rRNA (pseudouridine) methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0102991,myristoyl-CoA hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0016290,palmitoyl-CoA hydrolase activity,catalytic activity,1,3.765769158350593e-05
GO:0017113,dihydropyrimidine dehydrogenase (NADP+) activity,catalytic activity,1,3.765769158350593e-05
GO:0000247,C-8 sterol isomerase activity,catalytic activity,1,3.765769158350593e-05
GO:0050242,"pyruvate, phosphate dikinase activity",catalytic activity,1,3.765769158350593e-05
GO:0072582,17-beta-hydroxysteroid dehydrogenase (NADP+) activity,catalytic activity,1,3.765769158350593e-05
GO:0003939,L-iditol 2-dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0046526,D-xylulose reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0047672,anthranilate N-benzoyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0047750,cholestenol delta-isomerase activity,catalytic activity,1,3.765769158350593e-05
GO:0047844,deoxycytidine deaminase activity,catalytic activity,1,3.765769158350593e-05
GO:0047453,ATP-dependent NAD(P)H-hydrate dehydratase activity,catalytic activity,1,3.765769158350593e-05
GO:0004126,cytidine deaminase activity,catalytic activity,1,3.765769158350593e-05
GO:0090422,thiamine pyrophosphate transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0003810,protein-glutamine gamma-glutamyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004035,alkaline phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0046408,chlorophyll synthetase activity,catalytic activity,1,3.765769158350593e-05
GO:0030604,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity,catalytic activity,1,3.765769158350593e-05
GO:0004314,[acyl-carrier-protein] S-malonyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0009918,sterol delta7 reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0047598,7-dehydrocholesterol reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0003934,GTP cyclohydrolase I activity,catalytic activity,1,3.765769158350593e-05
GO:0004730,pseudouridylate synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0016979,lipoate-protein ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0017118,lipoyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0098519,"nucleotide phosphatase activity, acting on free nucleotides",catalytic activity,1,3.765769158350593e-05
GO:0110050,deaminated glutathione amidase activity,catalytic activity,1,3.765769158350593e-05
GO:0032441,pheophorbide a oxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0004532,exoribonuclease activity,catalytic activity,1,3.765769158350593e-05
GO:0047180,salutaridinol 7-O-acetyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0043879,glycolate transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:1901974,glycerate transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0043429,"2-nonaprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity",catalytic activity,1,3.765769158350593e-05
GO:0005052,peroxisome matrix targeting signal-1 binding,binding,1,3.765769158350593e-05
GO:0009899,ent-kaurene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0022890,inorganic cation transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity,catalytic activity,1,3.765769158350593e-05
GO:0002058,uracil binding,binding,1,3.765769158350593e-05
GO:0031409,pigment binding,binding,1,3.765769158350593e-05
GO:0003921,GMP synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0034008,R-linalool synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0102626,parthenolide synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0030611,arsenate reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0004335,galactokinase activity,catalytic activity,1,3.765769158350593e-05
GO:0033549,MAP kinase phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0004746,riboflavin synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0008840,4-hydroxy-tetrahydrodipicolinate synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0052668,farnesol kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0052672,CTP:geranylgeraniol kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0052671,geranylgeraniol kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0052670,geraniol kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0052669,"CTP:2-trans,-6-trans-farnesol kinase activity",catalytic activity,1,3.765769158350593e-05
GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0003942,N-acetyl-gamma-glutamyl-phosphate reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0050551,myrcene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0008989,rRNA (guanine-N1-)-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0003948,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity,catalytic activity,1,3.765769158350593e-05
GO:0102903,gamma-terpinene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0032027,myosin light chain binding,binding,1,3.765769158350593e-05
GO:0050236,pyridoxine:NADP 4-dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0034002,(R)-limonene synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0004078,biotin-[methylcrotonoyl-CoA-carboxylase] ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0004077,biotin-[acetyl-CoA-carboxylase] ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0046964,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0003866,3-phosphoshikimate 1-carboxyvinyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0003879,ATP phosphoribosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0043136,glycerol-3-phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0000121,glycerol-1-phosphatase activity,catalytic activity,1,3.765769158350593e-05
GO:0102559,protein-(glutamine-N5) methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0010349,L-galactose dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0010491,UTP:arabinose-1-phosphate uridylyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0016155,formyltetrahydrofolate dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0008641,ubiquitin-like modifier activating enzyme activity,catalytic activity,1,3.765769158350593e-05
GO:0004856,xylulokinase activity,catalytic activity,1,3.765769158350593e-05
GO:0050253,retinyl-palmitate esterase activity,catalytic activity,1,3.765769158350593e-05
GO:0046625,sphingolipid binding,binding,1,3.765769158350593e-05
GO:0097657,"3',5'-nucleotide bisphosphate phosphatase activity",catalytic activity,1,3.765769158350593e-05
GO:0102560,"5-phospho-alpha-D-ribose 1,2-cyclic phosphate 1-phosphohydrolase activity",catalytic activity,1,3.765769158350593e-05
GO:0102561,"D-ribose 2,5-bisphosphate 2-phosphohydrolase activity",catalytic activity,1,3.765769158350593e-05
GO:0018392,glycoprotein 3-alpha-L-fucosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives",catalytic activity,1,3.765769158350593e-05
GO:0035727,lysophosphatidic acid binding,binding,1,3.765769158350593e-05
GO:0102396,9-cis-10'-apo-beta-carotenal cleavage oxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0102251,all-trans-beta-apo-10'-carotenal cleavage oxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0003696,satellite DNA binding,binding,1,3.765769158350593e-05
GO:0004638,phosphoribosylaminoimidazole carboxylase activity,catalytic activity,1,3.765769158350593e-05
GO:0043727,5-amino-4-imidazole carboxylate lyase activity,catalytic activity,1,3.765769158350593e-05
GO:0061798,"GTP 3',8'-cyclase activity",catalytic activity,1,3.765769158350593e-05
GO:0036042,long-chain fatty acyl-CoA binding,binding,1,3.765769158350593e-05
GO:0051265,diolein transacylation activity,catalytic activity,1,3.765769158350593e-05
GO:0019808,polyamine binding,binding,1,3.765769158350593e-05
GO:0008721,D-serine ammonia-lyase activity,catalytic activity,1,3.765769158350593e-05
GO:0034038,deoxyhypusine synthase activity,catalytic activity,1,3.765769158350593e-05
GO:0009976,tocopherol cyclase activity,catalytic activity,1,3.765769158350593e-05
GO:0047268,galactinol-raffinose galactosyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004658,propionyl-CoA carboxylase activity,catalytic activity,1,3.765769158350593e-05
GO:0015187,glycine transmembrane transporter activity,transporter activity,1,3.765769158350593e-05
GO:0003941,L-serine ammonia-lyase activity,catalytic activity,1,3.765769158350593e-05
GO:0018114,threonine racemase activity,catalytic activity,1,3.765769158350593e-05
GO:0051264,mono-olein transacylation activity,catalytic activity,1,3.765769158350593e-05
GO:0030378,serine racemase activity,catalytic activity,1,3.765769158350593e-05
GO:0004417,hydroxyethylthiazole kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0070677,rRNA (cytosine-2'-O-)-methyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0035596,methylthiotransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004168,dolichol kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0019135,deoxyhypusine monooxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0052858,peptidyl-lysine acetyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0004038,allantoinase activity,catalytic activity,1,3.765769158350593e-05
GO:0003882,CDP-diacylglycerol-serine O-phosphatidyltransferase activity,catalytic activity,1,3.765769158350593e-05
GO:0097007,"4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity",catalytic activity,1,3.765769158350593e-05
GO:0004123,cystathionine gamma-lyase activity,catalytic activity,1,3.765769158350593e-05
GO:0004121,cystathionine beta-lyase activity,catalytic activity,1,3.765769158350593e-05
GO:0008160,protein tyrosine phosphatase activator activity,molecular function regulator,1,3.765769158350593e-05
GO:0019211,phosphatase activator activity,molecular function regulator,1,3.765769158350593e-05
GO:0030676,guanyl-nucleotide exchange factor activity,molecular function regulator,1,3.765769158350593e-05
GO:0050595,7-deoxyloganin 7-hydroxylase activity,catalytic activity,1,3.765769158350593e-05
GO:0097008,"(3E)-4,8-dimethyl-1,3,7-nonatriene synthase activity",catalytic activity,1,3.765769158350593e-05
GO:0001055,RNA polymerase II activity,catalytic activity,1,3.765769158350593e-05
GO:0004612,phosphoenolpyruvate carboxykinase (ATP) activity,catalytic activity,1,3.765769158350593e-05
GO:0050815,phosphoserine residue binding,binding,1,3.765769158350593e-05
GO:0016905,myosin heavy chain kinase activity,catalytic activity,1,3.765769158350593e-05
GO:0004592,pantoate-beta-alanine ligase activity,catalytic activity,1,3.765769158350593e-05
GO:0070888,E-box binding,binding,1,3.765769158350593e-05
GO:0050358,tropinone reductase activity,catalytic activity,1,3.765769158350593e-05
GO:0047804,cysteine-S-conjugate beta-lyase activity,catalytic activity,1,3.765769158350593e-05
GO:0102043,isopentenyl phosphate kinase activity,catalytic activity,1,3.765769158350593e-05
GO:1904841,TORC2 complex binding,binding,1,3.765769158350593e-05
GO:0019133,choline monooxygenase activity,catalytic activity,1,3.765769158350593e-05
GO:0008783,agmatinase activity,catalytic activity,1,3.765769158350593e-05
GO:0004053,arginase activity,catalytic activity,1,3.765769158350593e-05
GO:0102294,cholesterol dehydrogenase activity,catalytic activity,1,3.765769158350593e-05
GO:0030283,testosterone dehydrogenase [NAD(P)] activity,catalytic activity,1,3.765769158350593e-05
