Taxon,Protein ID,Search Term,Phenolic Protein
suffulta-JKNQ,TRINITY_DN1721_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
suffulta-JKNQ,TRINITY_DN2066_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
suffulta-JKNQ,TRINITY_DN2066_c0_g1_i5.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
suffulta-JKNQ,TRINITY_DN2066_c0_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase F3H2 {ECO:0000305}
suffulta-JKNQ,TRINITY_DN2199_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
suffulta-JKNQ,TRINITY_DN2126_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
suffulta-JKNQ,TRINITY_DN2791_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
suffulta-JKNQ,TRINITY_DN2791_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
suffulta-JKNQ,TRINITY_DN3839_c0_g1_i1.p1,4-coumarate--CoA ligase,Probable 4-coumarate--CoA ligase 2
suffulta-JKNQ,TRINITY_DN3839_c0_g2_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
suffulta-JKNQ,TRINITY_DN3839_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
suffulta-JKNQ,TRINITY_DN4528_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
suffulta-JKNQ,TRINITY_DN5924_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
suffulta-JKNQ,TRINITY_DN5924_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
suffulta-JKNQ,TRINITY_DN6093_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
suffulta-JKNQ,TRINITY_DN6217_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
suffulta-JKNQ,TRINITY_DN6217_c0_g1_i3.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
suffulta-JKNQ,TRINITY_DN6467_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
suffulta-JKNQ,TRINITY_DN7341_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
suffulta-JKNQ,TRINITY_DN7376_c0_g1_i1.p2,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
suffulta-JKNQ,TRINITY_DN7376_c0_g1_i3.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
suffulta-JKNQ,TRINITY_DN7376_c0_g1_i2.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
suffulta-JKNQ,TRINITY_DN7376_c0_g2_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
suffulta-JKNQ,TRINITY_DN7893_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
suffulta-JKNQ,TRINITY_DN8657_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
suffulta-JKNQ,TRINITY_DN8806_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
suffulta-JKNQ,TRINITY_DN8986_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
suffulta-JKNQ,TRINITY_DN8986_c0_g2_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
suffulta-JKNQ,TRINITY_DN17910_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
suffulta-JKNQ,TRINITY_DN19007_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
suffulta-JKNQ,TRINITY_DN22327_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
suffulta-JKNQ,TRINITY_DN29066_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villaricae-HKMQ,TRINITY_DN325_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villaricae-HKMQ,TRINITY_DN325_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villaricae-HKMQ,TRINITY_DN868_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
villaricae-HKMQ,TRINITY_DN868_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
villaricae-HKMQ,TRINITY_DN1012_c0_g2_i3.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
villaricae-HKMQ,TRINITY_DN1012_c0_g2_i6.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
villaricae-HKMQ,TRINITY_DN1012_c0_g2_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
villaricae-HKMQ,TRINITY_DN1515_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villaricae-HKMQ,TRINITY_DN1515_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villaricae-HKMQ,TRINITY_DN1515_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
villaricae-HKMQ,TRINITY_DN1515_c0_g3_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
villaricae-HKMQ,TRINITY_DN1515_c0_g4_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villaricae-HKMQ,TRINITY_DN1515_c0_g5_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villaricae-HKMQ,TRINITY_DN1515_c0_g5_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villaricae-HKMQ,TRINITY_DN1515_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
villaricae-HKMQ,TRINITY_DN1672_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
villaricae-HKMQ,TRINITY_DN1660_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
villaricae-HKMQ,TRINITY_DN1988_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
villaricae-HKMQ,TRINITY_DN2005_c0_g1_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
villaricae-HKMQ,TRINITY_DN2250_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
villaricae-HKMQ,TRINITY_DN2326_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
villaricae-HKMQ,TRINITY_DN2685_c0_g1_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
villaricae-HKMQ,TRINITY_DN3987_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
villaricae-HKMQ,TRINITY_DN3987_c0_g1_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
villaricae-HKMQ,TRINITY_DN3987_c0_g1_i9.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
villaricae-HKMQ,TRINITY_DN3987_c0_g1_i8.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
villaricae-HKMQ,TRINITY_DN3987_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
villaricae-HKMQ,TRINITY_DN3987_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
villaricae-HKMQ,TRINITY_DN3987_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
villaricae-HKMQ,TRINITY_DN5230_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
villaricae-HKMQ,TRINITY_DN5230_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
villaricae-HKMQ,TRINITY_DN8496_c0_g2_i3.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
villaricae-HKMQ,TRINITY_DN8496_c0_g5_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
villaricae-HKMQ,TRINITY_DN8610_c0_g3_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
villaricae-HKMQ,TRINITY_DN8610_c0_g4_i2.p3,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villaricae-HKMQ,TRINITY_DN8610_c0_g4_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villaricae-HKMQ,TRINITY_DN11640_c0_g1_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
villaricae-HKMQ,TRINITY_DN12336_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
villaricae-HKMQ,TRINITY_DN12759_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
villaricae-HKMQ,TRINITY_DN13147_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
villaricae-HKMQ,TRINITY_DN18160_c0_g2_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villaricae-HKMQ,TRINITY_DN18160_c0_g2_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villaricae-HKMQ,TRINITY_DN18160_c0_g2_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villaricae-HKMQ,TRINITY_DN22642_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
villaricae-HKMQ,TRINITY_DN22642_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
villaricae-HKMQ,TRINITY_DN22893_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
villaricae-HKMQ,TRINITY_DN23246_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
villaricae-HKMQ,TRINITY_DN25256_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
villosa_strigosa-OEVS,TRINITY_DN206_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
villosa_strigosa-OEVS,TRINITY_DN206_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 1
villosa_strigosa-OEVS,TRINITY_DN206_c1_g1_i1.p1,Chalcone synthase,Chalcone synthase
villosa_strigosa-OEVS,TRINITY_DN1101_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
villosa_strigosa-OEVS,TRINITY_DN1257_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
villosa_strigosa-OEVS,TRINITY_DN1963_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
villosa_strigosa-OEVS,TRINITY_DN1963_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
villosa_strigosa-OEVS,TRINITY_DN2006_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
villosa_strigosa-OEVS,TRINITY_DN2006_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
villosa_strigosa-OEVS,TRINITY_DN2006_c0_g1_i6.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villosa_strigosa-OEVS,TRINITY_DN2006_c0_g1_i4.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
villosa_strigosa-OEVS,TRINITY_DN2006_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
villosa_strigosa-OEVS,TRINITY_DN2222_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
villosa_strigosa-OEVS,TRINITY_DN2986_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villosa_strigosa-OEVS,TRINITY_DN3274_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villosa_strigosa-OEVS,TRINITY_DN3274_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villosa_strigosa-OEVS,TRINITY_DN3274_c0_g1_i2.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villosa_strigosa-OEVS,TRINITY_DN3274_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villosa_strigosa-OEVS,TRINITY_DN3274_c0_g1_i7.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villosa_strigosa-OEVS,TRINITY_DN3393_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
villosa_strigosa-OEVS,TRINITY_DN3601_c0_g1_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
villosa_strigosa-OEVS,TRINITY_DN3852_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
villosa_strigosa-OEVS,TRINITY_DN3852_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
villosa_strigosa-OEVS,TRINITY_DN3852_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
villosa_strigosa-OEVS,TRINITY_DN4120_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
villosa_strigosa-OEVS,TRINITY_DN4263_c0_g2_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
villosa_strigosa-OEVS,TRINITY_DN4263_c0_g2_i2.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
villosa_strigosa-OEVS,TRINITY_DN4729_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
villosa_strigosa-OEVS,TRINITY_DN4729_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
villosa_strigosa-OEVS,TRINITY_DN4729_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
villosa_strigosa-OEVS,TRINITY_DN4977_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villosa_strigosa-OEVS,TRINITY_DN5442_c0_g1_i12.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villosa_strigosa-OEVS,TRINITY_DN5442_c0_g1_i5.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villosa_strigosa-OEVS,TRINITY_DN5442_c0_g1_i8.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villosa_strigosa-OEVS,TRINITY_DN5442_c0_g1_i6.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villosa_strigosa-OEVS,TRINITY_DN7221_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
villosa_strigosa-OEVS,TRINITY_DN7659_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
villosa_strigosa-OEVS,TRINITY_DN7684_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
villosa_strigosa-OEVS,TRINITY_DN8705_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
villosa_strigosa-OEVS,TRINITY_DN15694_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
villosa_strigosa-OEVS,TRINITY_DN20641_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
villosa_strigosa-OEVS,TRINITY_DN32473_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
villosa_strigosa-OEVS,TRINITY_DN35473_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
villosa_strigosa-OEVS,TRINITY_DN38780_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
villosa_strigosa-OEVS,TRINITY_DN41501_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
villosa_strigosa-OEVS,TRINITY_DN42115_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
villosa_strigosa-OEVS,TRINITY_DN48131_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
wolfii-OEWO,TRINITY_DN58_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
wolfii-OEWO,TRINITY_DN58_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
wolfii-OEWO,TRINITY_DN58_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 1
wolfii-OEWO,TRINITY_DN58_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
wolfii-OEWO,TRINITY_DN527_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
wolfii-OEWO,TRINITY_DN722_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
wolfii-OEWO,TRINITY_DN722_c0_g1_i3.p3,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
wolfii-OEWO,TRINITY_DN722_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
wolfii-OEWO,TRINITY_DN1214_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN1214_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN1214_c0_g1_i7.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN1214_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN1214_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN2133_c5_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
wolfii-OEWO,TRINITY_DN2133_c5_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
wolfii-OEWO,TRINITY_DN2520_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
wolfii-OEWO,TRINITY_DN3578_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
wolfii-OEWO,TRINITY_DN4337_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN4337_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN4337_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN4337_c0_g1_i3.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN4337_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN4337_c1_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
wolfii-OEWO,TRINITY_DN4428_c0_g1_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i6.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i14.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i20.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i13.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i28.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i19.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i26.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i11.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i11.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4428_c0_g1_i23.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
wolfii-OEWO,TRINITY_DN4623_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
wolfii-OEWO,TRINITY_DN4876_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
wolfii-OEWO,TRINITY_DN5403_c0_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
wolfii-OEWO,TRINITY_DN5403_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
wolfii-OEWO,TRINITY_DN7595_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
wolfii-OEWO,TRINITY_DN8159_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
wolfii-OEWO,TRINITY_DN8490_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
wolfii-OEWO,TRINITY_DN8912_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 3
wolfii-OEWO,TRINITY_DN11781_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
wolfii-OEWO,TRINITY_DN18802_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
wolfii-OEWO,TRINITY_DN19400_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
wolfii-OEWO,TRINITY_DN19878_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
wolfii-OEWO,TRINITY_DN20513_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
wolfii-OEWO,TRINITY_DN23705_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
wolfii-OEWO,TRINITY_DN25100_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
wolfii-OEWO,TRINITY_DN25120_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
wolfii-OEWO,TRINITY_DN27360_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
wolfii-OEWO,TRINITY_DN28299_c0_g1_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
wolfii-OEWO,TRINITY_DN28984_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
wolfii-OEWO,TRINITY_DN32877_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
wolfii-OEWO,TRINITY_DN35077_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
wolfii-OEWO,TRINITY_DN35338_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
wolfii-OEWO,TRINITY_DN35614_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
wolfii-OEWO,TRINITY_DN38676_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
wolfii-OEWO,TRINITY_DN39479_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
wolfii-OEWO,TRINITY_DN46062_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
